millis,abs_rotations,roll
154293,1433,49.87
154393,1434,49.84
154493,1435,49.83
154593,1436,49.81
154693,1436,49.86
154793,1437,49.88
154893,1439,49.95
154993,1440,49.93
155093,1441,49.97
155193,1442,50.01
155293,1443,50.00
155393,1444,50.06
155493,1445,50.04
155593,1446,50.03
155693,1447,50.05
155793,1448,50.02
155893,1449,49.99
155993,1450,49.99
156093,1451,49.98
156193,1452,50.04
156293,1453,50.08
156393,1454,50.12
156493,1455,50.13
156593,1456,50.18
156693,1457,50.21
156793,1458,50.22
156893,1459,50.24
156993,1459,50.26
157093,1460,50.24
157193,1461,50.29
157293,1462,50.31
157393,1463,50.31
157493,1464,50.35
157593,1466,50.36
157693,1467,50.37
157793,1468,50.38
157893,1469,50.45
157993,1470,50.48
158093,1471,50.49
158193,1472,50.54
158293,1472,50.53
158393,1473,50.59
158493,1474,50.61
158593,1475,50.61
158693,1476,50.60
158793,1477,50.57
158893,1477,50.58
158993,1478,50.57
159093,1478,50.56
159193,1479,50.57
159293,1480,50.56
159393,1481,50.59
159493,1482,50.66
159593,1483,50.68
159693,1484,50.67
159793,1485,50.71
159893,1486,50.71
159993,1487,50.74
160093,1488,50.74
160193,1490,50.73
160293,1491,50.78
160393,1492,50.76
160493,1493,50.80
160593,1494,50.81
160693,1495,50.80
160793,1496,50.80
160893,1497,50.85
160993,1498,50.90
161093,1499,50.94
161193,1500,50.94
161293,1501,50.97
161393,1502,50.98
161493,1503,51.03
161593,1504,51.00
161693,1505,50.98
161793,1506,50.97
161893,1507,50.97
161993,1508,50.94
162093,1509,50.94
162193,1509,50.98
162293,1510,50.97
162393,1511,50.97
162493,1512,51.00
162593,1513,51.02
162693,1514,51.04
162793,1515,51.05
162893,1516,51.03
162993,1517,51.01
163093,1518,51.02
163193,1519,51.05
163293,1520,51.08
163393,1521,51.07
163493,1522,51.06
163593,1523,51.10
163693,1524,51.13
163793,1525,51.17
163893,1526,51.24
163993,1527,51.22
164093,1528,51.26
164193,1529,51.27
164293,1530,51.28
164393,1531,51.31
164493,1532,51.39
164593,1533,51.41
164693,1534,51.46
164793,1535,51.49
164893,1536,51.46
164993,1537,51.48
165093,1538,51.46
165193,1539,51.50
165293,1540,51.52
165393,1541,51.53
165493,1542,51.52
165593,1543,51.53
165693,1544,51.56
165793,1545,51.55
165893,1546,51.56
165993,1547,51.55
166093,1548,51.59
166193,1549,51.58
166293,1550,51.56
166393,1551,51.57
166493,1552,51.56
166593,1553,51.55
166693,1554,51.55
166793,1555,51.57
166893,1556,51.59
166993,1557,51.63
167093,1558,51.64
167193,1559,51.67
167293,1560,51.64
167393,1561,51.65
167493,1562,51.67
167593,1563,51.64
167693,1564,51.63
167793,1565,51.68
167893,1566,51.69
167993,1567,51.75
168093,1568,51.77
168193,1569,51.77
168293,1570,51.76
168393,1571,51.80
168493,1572,51.76
168593,1573,51.77
168693,1574,51.76
168793,1575,51.75
168893,1576,51.74
168993,1577,51.76
169093,1578,51.74
169193,1579,51.75
169293,1579,51.73
169393,1580,51.76
169493,1581,51.77
169593,1582,51.80
169693,1583,51.83
169793,1584,51.81
169893,1585,51.85
169993,1586,51.86
170093,1587,51.87
170193,1588,51.91
170293,1589,51.87
170393,1590,51.91
170493,1591,51.92
170593,1592,51.94
170693,1593,51.96
170793,1594,52.00
170893,1595,51.98
170993,1596,51.99
171093,1597,52.01
171193,1598,52.03
171293,1599,52.07
171393,1600,52.08
171493,1601,52.08
171593,1602,52.06
171693,1603,52.10
171793,1603,52.06
171893,1603,52.08
171993,1604,52.12
172093,1605,52.10
172193,1606,52.08
172293,1607,52.06
172393,1608,51.96
172493,1609,51.93
172593,1610,51.94
172693,1611,51.98
172793,1612,52.03
172893,1613,52.07
172993,1614,52.08
173093,1615,52.11
173193,1616,52.13
173293,1617,52.12
173393,1618,52.12
173493,1619,52.14
173593,1620,52.16
173693,1621,52.22
173793,1622,52.26
173893,1623,52.31
173993,1623,52.34
174093,1624,52.36
174193,1626,52.37
174293,1627,52.37
174393,1628,52.42
174493,1629,52.45
174593,1630,52.48
174693,1631,52.51
174793,1632,52.53
174893,1633,52.55
174993,1634,52.57
175093,1635,52.51
175193,1636,52.47
175293,1637,52.44
175393,1638,52.51
175493,1639,52.54
175593,1640,52.57
175693,1641,52.61
175793,1642,52.60
175893,1643,52.61
175993,1644,52.67
176093,1645,52.69
176193,1646,52.67
176293,1647,52.64
176393,1648,52.63
176493,1649,52.64
176593,1650,52.64
176693,1651,52.67
176793,1652,52.64
176893,1653,52.70
176993,1654,52.72
177093,1655,52.75
177193,1656,52.79
177293,1657,52.76
177393,1658,52.77
177493,1659,52.79
177593,1660,52.77
177693,1661,52.83
177793,1662,52.88
177893,1663,52.93
177993,1664,52.96
178093,1665,52.99
178193,1666,52.98
178293,1667,52.98
178393,1668,52.97
178493,1669,53.00
178593,1670,53.03
178693,1671,53.02
178793,1672,52.98
178893,1673,52.97
178993,1673,52.96
179093,1674,52.98
179193,1675,52.99
179293,1676,52.96
179393,1677,52.95
179493,1678,53.00
179593,1679,53.01
179693,1680,53.06
179793,1681,53.06
179893,1681,53.06
179993,1682,53.13
180093,1683,53.15
180193,1683,53.14
180293,1685,53.12
180393,1686,53.14
180493,1687,53.15
180593,1688,53.22
180693,1689,53.26
180793,1690,53.25
180893,1691,53.33
180993,1692,53.37
181093,1693,53.36
181193,1694,53.37
181293,1695,53.35
181393,1696,53.32
181493,1697,53.31
181593,1698,53.35
181693,1699,53.33
181793,1700,53.33
181893,1701,53.30
181993,1702,53.36
182093,1703,53.38
182193,1704,53.36
182293,1705,53.37
182393,1706,53.34
182493,1707,53.39
182593,1708,53.38
182693,1709,53.40
182793,1710,53.43
182893,1711,53.38
182993,1712,53.39
183093,1713,53.42
183193,1714,53.47
183293,1715,53.47
183393,1716,53.47
183493,1717,53.42
183593,1718,53.43
183693,1719,53.41
183793,1720,53.43
183893,1721,53.44
183993,1722,53.46
184093,1723,53.47
184193,1724,53.47
184293,1725,53.48
184393,1726,53.50
184493,1728,53.57
184593,1729,53.65
184693,1730,53.71
184793,1731,53.70
184893,1732,53.62
184993,1733,53.58
185093,1734,53.59
185193,1735,53.54
185293,1736,53.56
185393,1737,53.58
185493,1738,53.68
185593,1739,53.69
185693,1740,53.68
185793,1741,53.66
185893,1742,53.63
185993,1743,53.62
186093,1744,53.61
186193,1745,53.60
186293,1746,53.65
186393,1747,53.69
186493,1748,53.74
186593,1749,53.76
186693,1750,53.72
186793,1751,53.70
186893,1752,53.71
186993,1753,53.69
187093,1754,53.64
187193,1755,53.66
187293,1757,53.69
187393,1758,53.67
187493,1759,53.73
187593,1760,53.74
187693,1761,53.70
187793,1762,53.72
187893,1763,53.76
187993,1764,53.82
188093,1765,53.85
188193,1766,53.88
188293,1767,53.85
188393,1767,53.87
188493,1768,53.90
188593,1769,53.96
188693,1770,54.02
188793,1771,54.02
188893,1772,54.05
188993,1773,54.07
189093,1774,54.04
189193,1775,54.01
189293,1776,54.07
189393,1777,54.07
189493,1778,54.09
189593,1778,54.10
189693,1779,54.13
189793,1780,54.14
189893,1781,54.16
189993,1782,54.16
190093,1783,54.14
190193,1784,54.14
190293,1785,54.18
190393,1786,54.16
190493,1788,54.22
190593,1789,54.22
190693,1790,54.24
190793,1791,54.31
190893,1792,54.26
190993,1793,54.25
191093,1794,54.25
191193,1795,54.29
191293,1796,54.27
191393,1797,54.30
191493,1798,54.35
191593,1798,54.41
191693,1799,54.45
191793,1800,54.45
191893,1801,54.46
191993,1802,54.47
192093,1803,54.46
192193,1804,54.42
192293,1805,54.36
192393,1806,54.38
192493,1807,54.42
192593,1808,54.43
192693,1809,54.44
192793,1810,54.39
192893,1811,54.36
192993,1812,54.36
193093,1813,54.39
193193,1814,54.39
193293,1815,54.35
193393,1816,54.33
193493,1817,54.33
193593,1817,54.36
193693,1818,54.41
193793,1819,54.45
193893,1820,54.43
193993,1820,54.46
194093,1821,54.47
194193,1822,54.55
194293,1823,54.61
194393,1824,54.64
194493,1825,54.63
194593,1826,54.65
194693,1827,54.65
194793,1828,54.62
194893,1830,54.62
194993,1831,54.60
195093,1832,54.61
195193,1833,54.63
195293,1834,54.62
195393,1835,54.59
195493,1836,54.59
195593,1837,54.65
195693,1838,54.67
195793,1839,54.69
195893,1840,54.73
195993,1841,54.75
196093,1842,54.75
196193,1843,54.77
196293,1844,54.76
196393,1845,54.81
196493,1846,54.81
196593,1847,54.83
196693,1848,54.81
196793,1849,54.80
196893,1850,54.74
196993,1851,54.69
197093,1852,54.69
197193,1853,54.65
197293,1854,54.63
197393,1855,54.62
197493,1856,54.63
197593,1857,54.70
197693,1858,54.74
197793,1859,54.77
197893,1860,54.80
197993,1861,54.83
198093,1862,54.88
198193,1863,54.89
198293,1864,54.90
198393,1865,54.87
198493,1866,54.85
198593,1867,54.82
198693,1868,54.80
198793,1870,54.80
198893,1871,54.84
198993,1872,54.83
199093,1873,54.80
199193,1874,54.81
199293,1875,54.81
199393,1876,54.78
199493,1877,54.79
199593,1878,54.85
199693,1879,54.77
199793,1880,54.76
199893,1881,54.69
199993,1882,54.63
200093,1883,54.59
200193,1884,54.65
200293,1885,54.66
200393,1886,54.73
200493,1887,54.74
200593,1888,54.73
200693,1889,54.76
200793,1890,54.82
200893,1891,54.86
200993,1892,54.89
201093,1893,54.95
201193,1894,55.00
201293,1895,55.04
201393,1896,55.07
201493,1897,55.09
201593,1898,55.13
201693,1899,55.11
201793,1900,55.07
201893,1901,55.04
201993,1902,55.04
202093,1902,55.06
202193,1903,55.10
202293,1904,55.12
202393,1905,55.15
202493,1906,55.19
202593,1907,55.25
202693,1908,55.31
202793,1909,55.36
202893,1910,55.42
202993,1911,55.41
203093,1912,55.47
203193,1913,55.44
203293,1914,55.47
203393,1915,55.48
203493,1916,55.47
203593,1917,55.44
203693,1918,55.45
203793,1919,55.43
203893,1920,55.39
203993,1921,55.39
204093,1922,55.39
204193,1923,55.49
204293,1924,55.50
204393,1925,55.46
204493,1926,55.43
204593,1927,55.43
204693,1928,55.34
204793,1929,55.33
204893,1930,55.40
204993,1931,55.39
205093,1932,55.33
205193,1933,55.25
205293,1934,55.18
205393,1935,55.17
205493,1936,55.17
205593,1937,55.18
205693,1938,55.15
205793,1939,55.18
205893,1940,55.22
205993,1941,55.28
206093,1942,55.32
206193,1943,55.36
206293,1944,55.36
206393,1945,55.36
206493,1946,55.35
206593,1947,55.38
206693,1948,55.41
206793,1949,55.43
206893,1950,55.41
206993,1951,55.38
207093,1952,55.39
207193,1953,55.44
207293,1954,55.43
207393,1955,55.40
207493,1956,55.42
207593,1957,55.43
207693,1958,55.42
207793,1959,55.42
207893,1960,55.43
207993,1961,55.46
208093,1962,55.42
208193,1963,55.50
208293,1964,55.51
208393,1965,55.59
208493,1966,55.64
208593,1967,55.66
208693,1968,55.68
208793,1969,55.72
208893,1970,55.70
208993,1971,55.72
209093,1972,55.73
209193,1973,55.78
209293,1974,55.76
209393,1975,55.79
209493,1976,55.80
209593,1977,55.78
209693,1978,55.75
209793,1979,55.77
209893,1980,55.75
209993,1981,55.75
210093,1982,55.76
210193,1983,55.72
210293,1984,55.72
210393,1985,55.67
210493,1986,55.66
210593,1987,55.64
210693,1988,55.68
210793,1989,55.73
210893,1990,55.85
210993,1991,55.94
211093,1992,55.95
211193,1993,55.99
211293,1994,55.99
211393,1995,56.06
211493,1996,56.03
211593,1997,56.08
211693,1998,56.01
211793,1999,56.02
211893,2000,55.96
211993,2001,56.01
212093,2002,56.01
212193,2003,56.02
212293,2004,56.05
212393,2005,56.05
212493,2006,56.02
212593,2007,55.97
212693,2008,55.91
212793,2009,55.92
212893,2010,55.90
212993,2011,55.90
213093,2012,55.88
213193,2013,55.86
213293,2014,55.82
213393,2015,55.84
213493,2016,55.83
213593,2017,55.81
213693,2018,55.76
213793,2019,55.69
213893,2020,55.67
213993,2021,55.64
214093,2022,55.68
214193,2023,55.63
214293,2024,55.66
214393,2025,55.68
214493,2026,55.65
214593,2027,55.71
214693,2028,55.72
214793,2028,55.75
214893,2029,55.67
214993,2030,55.69
215093,2031,55.71
215193,2032,55.75
215293,2033,55.79
215393,2034,55.72
215493,2035,55.82
215593,2035,55.81
215693,2036,55.80
215793,2037,55.83
215893,2038,55.81
215993,2039,55.80
216093,2040,55.80
216193,2041,55.78
216293,2042,55.75
216393,2043,55.77
216493,2044,55.77
216593,2045,55.79
216693,2046,55.81
216793,2047,55.80
216893,2048,55.78
216993,2049,55.77
217093,2050,55.78
217193,2051,55.79
217293,2052,55.82
217393,2053,55.80
217493,2054,55.77
217593,2055,55.77
217693,2056,55.82
217793,2057,55.79
217893,2058,55.82
217993,2059,55.86
218093,2060,55.87
218193,2061,55.89
218293,2062,55.90
218393,2063,55.89
218493,2064,55.91
218593,2064,55.96
218693,2065,55.92
218793,2066,55.90
218893,2067,55.89
218993,2068,55.92
219093,2069,55.99
219193,2070,56.01
219293,2071,56.05
219393,2072,56.07
219493,2073,56.13
219593,2074,56.13
219693,2075,56.16
219793,2076,56.18
219893,2077,56.18
219993,2078,56.18
220093,2079,56.17
220193,2080,56.14
220293,2081,56.13
220393,2082,56.12
220493,2083,56.13
220593,2084,56.17
220693,2085,56.17
220793,2086,56.08
220893,2087,56.05
220993,2088,56.02
221093,2089,55.97
221193,2090,55.98
221293,2091,55.94
221393,2092,55.94
221493,2093,56.02
221593,2094,56.06
221693,2095,56.03
221793,2096,55.98
221893,2097,55.98
221993,2098,55.94
222093,2099,55.92
222193,2100,55.91
222293,2101,55.93
222393,2102,55.91
222493,2103,55.92
222593,2104,55.90
222693,2105,55.92
222793,2106,55.93
222893,2107,55.93
222993,2108,55.95
223093,2109,55.94
223193,2110,55.96
223293,2111,55.93
223393,2112,55.92
223493,2113,55.92
223593,2114,55.89
223693,2115,55.90
223793,2116,55.93
223893,2117,55.95
223993,2118,55.95
224093,2119,55.92
224193,2120,55.92
224293,2121,55.91
224393,2122,55.97
224493,2123,55.99
224593,2124,55.97
224693,2125,56.03
224793,2126,56.09
224893,2127,56.10
224993,2128,56.17
225093,2129,56.22
225193,2130,56.26
225293,2131,56.29
225393,2132,56.34
225493,2132,56.34
225593,2133,56.30
225693,2134,56.33
225793,2135,56.32
225893,2136,56.28
225993,2137,56.26
226093,2138,56.23
226193,2139,56.22
226293,2140,56.20
226393,2141,56.20
226493,2142,56.20
226593,2143,56.10
226693,2144,56.10
226793,2145,56.06
226893,2146,56.11
226993,2147,56.10
227093,2148,56.10
227193,2149,56.09
227293,2150,56.10
227393,2151,56.11
227493,2152,56.18
227593,2153,56.19
227693,2154,56.19
227793,2155,56.24
227893,2156,56.27
227993,2157,56.32
228093,2158,56.33
228193,2159,56.32
228293,2160,56.30
228393,2161,56.28
228493,2161,56.27
228593,2162,56.27
228693,2163,56.27
228793,2164,56.29
228893,2165,56.27
228993,2166,56.23
229093,2167,56.19
229193,2168,56.20
229293,2169,56.19
229393,2170,56.23
229493,2171,56.21
229593,2172,56.19
229693,2173,56.13
229793,2173,56.14
229893,2174,56.16
229993,2175,56.16
230093,2176,56.19
230193,2177,56.16
230293,2178,56.14
230393,2179,56.15
230493,2180,56.07
230593,2181,56.06
230693,2183,56.04
230793,2184,56.00
230893,2185,56.00
230993,2186,56.02
231093,2187,56.07
231193,2188,56.07
231293,2189,56.05
231393,2190,56.05
231493,2191,56.05
231593,2192,56.10
231693,2193,56.12
231793,2194,56.11
231893,2195,56.10
231993,2196,56.12
232093,2197,56.13
232193,2198,56.18
232293,2199,56.19
232393,2200,56.23
232493,2201,56.22
232593,2202,56.24
232693,2203,56.25
232793,2204,56.23
232893,2205,56.20
232993,2206,56.20
233093,2207,56.17
233193,2208,56.16
233293,2209,56.16
233393,2210,56.17
233493,2211,56.20
233593,2212,56.20
233693,2213,56.20
233793,2214,56.25
233893,2215,56.29
233993,2216,56.32
234093,2217,56.31
234193,2218,56.25
234293,2219,56.23
234393,2220,56.23
234493,2221,56.23
234593,2222,56.22
234693,2223,56.20
234793,2224,56.18
234893,2225,56.18
234993,2226,56.20
235093,2227,56.17
235193,2228,56.17
235293,2229,56.17
235393,2230,56.13
235493,2231,56.15
235593,2232,56.13
235693,2233,56.13
235793,2234,56.14
235893,2235,56.13
235993,2236,56.18
236093,2237,56.22
236193,2238,56.25
236293,2239,56.30
236393,2240,56.30
236493,2241,56.30
236593,2242,56.32
236693,2243,56.29
236793,2244,56.26
236893,2245,56.25
236993,2246,56.25
237093,2247,56.24
237193,2248,56.23
237293,2249,56.24
237393,2250,56.20
237493,2251,56.17
237593,2252,56.19
237693,2253,56.19
237793,2254,56.19
237893,2255,56.20
237993,2256,56.18
238093,2257,56.17
238193,2258,56.17
238293,2259,56.18
238393,2260,56.21
238493,2261,56.24
238593,2262,56.26
238693,2263,56.23
238793,2264,56.21
238893,2265,56.23
238993,2266,56.24
239093,2267,56.22
